season,atemp,humidity,windspeed
1,16.665,93,12.998
1,15.91,0,16.9979
1,15.91,0,16.9979
1,15.91,0,16.9979
1,17.425,0,12.998
1,16.665,0,22.0028
1,19.695,0,15.0013
1,19.695,0,19.0012
1,20.455,0,15.0013
1,20.455,0,11.0014
1,20.455,0,16.9979
1,21.21,0,15.0013
1,21.21,0,15.0013
1,21.97,0,19.9995
1,21.97,0,15.0013
1,21.21,0,16.9979
1,21.97,0,26.0027
1,21.97,0,23.9994
1,21.97,0,39.0007
1,16.665,0,22.0028
1,17.425,0,15.0013
1,16.665,0,8.9981
1,17.425,0,6.0032
1,17.425,100,6.0032
1,17.425,100,7.0015
1,17.425,100,7.0015
1,16.665,93,6.0032
1,14.395,81,15.0013
1,12.12,81,19.0012
1,12.88,70,12.998
1,13.635,70,16.9979
1,14.395,61,19.0012
1,15.15,57,19.9995
1,15.15,57,19.9995
1,15.91,53,16.9979
1,16.665,53,16.9979
1,16.665,50,23.9994
1,15.91,53,16.9979
1,15.15,49,19.9995
1,15.91,49,15.0013
1,15.15,49,22.0028
1,13.635,56,22.0028
1,15.15,56,11.0014
1,14.395,52,16.9979
1,15.15,52,11.0014
1,14.395,52,16.9979
1,13.635,60,8.9981
1,11.365,65,12.998
1,11.365,65,12.998
1,11.365,65,16.9979
1,11.365,65,16.9979
1,11.365,69,12.998
1,10.605,75,16.9979
1,11.365,70,12.998
1,12.88,65,11.0014
1,14.395,65,7.0015
1,15.15,66,15.0013
1,15.15,49,22.0028
1,15.91,53,19.0012
1,16.665,51,23.9994
1,20.455,50,30.0026
1,21.21,44,32.9975
1,22.725,41,30.0026
1,22.725,44,22.0028
1,21.21,54,11.0014
1,21.21,54,6.0032
1,20.455,58,7.0015
1,19.695,62,0.0
1,18.94,71,0.0
1,19.695,66,6.0032
1,19.695,62,7.0015
1,17.425,66,8.9981
1,16.665,76,8.9981
1,16.665,66,11.0014
1,17.425,62,8.9981
1,18.18,66,0.0
1,17.425,62,12.998
1,20.455,50,19.9995
1,20.455,50,27.9993
1,21.21,47,16.9979
1,21.97,41,27.9993
1,22.725,38,26.0027
1,22.725,38,26.0027
1,22.725,41,19.9995
1,23.485,39,22.0028
1,22.725,41,26.0027
1,21.97,41,23.9994
1,20.455,43,23.9994
1,16.665,50,23.9994
1,15.15,57,19.9995
1,14.395,56,16.9979
1,13.635,56,22.0028
1,12.88,65,15.0013
1,13.635,65,7.0015
1,14.395,65,6.0032
1,14.395,65,6.0032
1,13.635,65,8.9981
1,12.12,70,8.9981
1,13.635,65,8.9981
1,15.91,61,0.0
1,15.15,56,8.9981
1,15.15,53,22.0028
1,15.91,42,16.9979
1,16.665,40,16.9979
1,19.695,37,0.0
1,19.695,36,22.0028
1,19.695,34,0.0
1,19.695,37,11.0014
1,20.455,35,7.0015
1,19.695,40,12.998
1,18.18,40,7.0015
1,17.425,43,8.9981
1,15.91,46,15.0013
1,16.665,46,8.9981
1,16.665,49,7.0015
1,17.425,53,0.0
1,17.425,53,0.0
1,15.15,62,6.0032
1,15.15,62,6.0032
1,12.88,75,6.0032
1,11.365,75,12.998
1,11.365,80,12.998
1,12.12,75,11.0014
1,14.395,70,6.0032
1,16.665,70,0.0
1,15.91,66,12.998
1,15.91,57,15.0013
1,17.425,50,15.0013
1,16.665,57,19.0012
1,19.695,46,19.9995
1,19.695,43,19.0012
1,19.695,46,22.0028
1,17.425,62,12.998
1,16.665,62,19.9995
1,15.91,71,19.0012
1,15.91,71,19.0012
1,16.665,81,7.0015
1,15.91,87,11.0014
1,15.91,87,11.0014
1,14.395,93,16.9979
1,13.635,100,19.9995
1,13.635,100,15.0013
1,15.15,93,11.0014
1,15.91,93,7.0015
1,15.91,93,7.0015
1,14.395,93,12.998
1,15.91,93,0.0
1,16.665,93,8.9981
1,17.425,81,11.0014
1,17.425,81,8.9981
1,20.455,71,7.0015
1,20.455,76,8.9981
1,20.455,76,15.0013
1,20.455,76,16.9979
1,20.455,76,11.0014
1,21.97,54,19.9995
1,21.97,54,15.0013
1,21.97,51,22.0028
1,21.21,54,19.9995
1,21.21,58,19.0012
1,20.455,62,26.0027
1,20.455,65,12.998
1,19.695,66,16.9979
1,17.425,71,15.0013
1,15.15,71,19.9995
1,16.665,66,11.0014
1,16.665,71,12.998
1,16.665,76,7.0015
1,15.91,76,12.998
1,16.665,76,8.9981
1,17.425,66,8.9981
1,20.455,62,16.9979
1,21.97,54,22.0028
1,21.97,54,19.0012
1,24.24,45,15.0013
1,25.0,42,6.0032
1,24.24,45,7.0015
1,25.0,42,16.9979
1,24.24,48,19.0012
1,24.24,42,12.998
1,22.725,59,11.0014
1,21.97,58,12.998
1,21.21,67,15.0013
1,21.21,62,15.0013
1,20.455,66,15.0013
1,21.21,62,19.0012
1,21.21,58,19.0012
1,20.455,62,16.9979
1,20.455,62,12.998
1,17.425,71,12.998
1,19.695,66,11.0014
1,20.455,66,12.998
1,20.455,66,12.998
1,21.21,67,16.9979
1,22.725,63,15.0013
1,25.0,53,19.0012
1,25.76,52,19.0012
1,26.515,49,23.9994
1,31.06,41,19.0012
1,31.06,39,16.9979
1,31.82,39,23.9994
1,31.82,39,19.0012
1,31.82,37,22.0028
1,31.82,39,11.0014
1,31.06,44,8.9981
1,31.06,46,8.9981
1,31.06,46,7.0015
1,31.06,50,11.0014
1,31.06,53,15.0013
1,31.06,53,16.9979
1,27.275,46,23.9994
1,26.515,43,15.0013
1,25.76,39,22.0028
1,25.0,34,27.9993
1,25.0,34,27.9993
1,21.97,44,27.9993
1,20.455,50,22.0028
1,21.21,47,32.9975
1,21.21,44,31.0009
1,21.97,38,27.9993
1,22.725,36,30.0026
1,22.725,33,27.9993
1,24.24,34,31.0009
1,24.24,31,32.9975
1,24.24,29,27.9993
1,24.24,31,26.0027
1,23.485,31,22.0028
1,22.725,31,22.0028
1,21.97,33,19.0012
1,21.21,35,15.0013
1,20.455,37,19.9995
1,20.455,37,22.0028
1,19.695,40,19.9995
2,12.88,100,11.0014
2,12.88,100,11.0014
2,12.88,93,12.998
2,11.365,93,16.9979
2,11.365,93,16.9979
2,11.365,93,15.0013
2,11.365,93,15.0013
2,12.12,93,0.0
2,12.12,87,16.9979
2,14.395,70,23.9994
2,15.15,66,19.0012
2,14.395,61,23.9994
2,15.15,53,23.9994
2,16.665,50,23.9994
2,16.665,46,23.9994
2,15.15,46,27.9993
2,15.15,46,27.9993
2,15.15,46,22.0028
2,15.15,46,22.0028
2,15.15,49,22.0028
2,15.91,53,12.998
2,16.665,53,8.9981
2,15.15,56,11.0014
2,15.91,61,6.0032
2,16.665,61,0.0
2,13.635,65,8.9981
2,12.12,75,8.9981
2,12.12,70,11.0014
2,12.12,70,11.0014
2,12.12,75,11.0014
2,13.635,70,7.0015
2,13.635,70,7.0015
2,15.91,70,7.0015
2,17.425,66,7.0015
2,17.425,57,11.0014
2,20.455,47,11.0014
2,16.665,81,8.9981
2,16.665,81,8.9981
2,15.15,76,22.0028
2,15.15,76,26.0027
2,19.695,62,22.0028
2,19.695,54,23.9994
2,19.695,54,12.998
2,16.665,53,23.9994
2,15.91,53,19.0012
2,15.15,61,16.9979
2,15.15,61,19.9995
2,15.91,61,11.0014
2,14.395,65,12.998
2,15.91,61,7.0015
2,13.635,70,8.9981
2,16.665,61,0.0
2,15.15,70,6.0032
2,13.635,65,15.0013
2,13.635,65,12.998
2,15.15,57,15.0013
2,16.665,57,11.0014
2,15.91,50,32.9975
2,20.455,43,27.9993
2,21.21,41,16.9979
2,21.97,38,19.0012
2,21.97,33,19.9995
2,22.725,31,8.9981
2,22.725,33,0.0
2,22.725,31,12.998
2,22.725,28,8.9981
2,22.725,31,0.0
2,21.21,44,12.998
2,21.21,41,15.0013
2,21.21,44,15.0013
2,20.455,43,7.0015
2,20.455,50,6.0032
2,20.455,50,15.0013
2,20.455,56,23.9994
2,19.695,66,16.9979
2,19.695,66,19.0012
2,19.695,71,19.9995
2,20.455,62,16.9979
2,21.21,58,19.0012
2,21.97,54,16.9979
2,22.725,55,19.9995
2,24.24,51,26.0027
2,25.76,45,23.9994
2,31.06,40,26.0027
2,31.06,36,31.0009
2,31.82,34,22.0028
2,32.575,27,32.9975
2,33.335,23,36.9974
2,32.575,22,35.0008
2,32.575,23,40.9973
2,31.82,23,32.9975
2,31.82,24,31.0009
2,31.82,24,36.9974
2,31.82,30,30.0026
2,31.82,36,31.0009
2,31.06,47,15.0013
2,31.06,50,7.0015
2,31.06,57,27.9993
2,25.76,73,22.0028
2,25.76,73,22.0028
2,24.24,88,32.9975
2,22.725,94,19.9995
2,23.485,88,22.0028
2,23.485,88,22.0028
2,19.695,87,39.0007
2,15.91,87,32.9975
2,15.15,81,26.0027
2,14.395,81,30.0026
2,15.15,71,26.0027
2,16.665,63,27.9993
2,15.91,57,32.9975
2,20.455,46,31.0009
2,19.695,46,27.9993
2,21.21,38,27.9993
2,19.695,40,32.9975
2,16.665,43,19.9995
2,15.91,46,19.0012
2,14.395,46,35.0008
2,15.15,49,19.9995
2,14.395,49,19.0012
2,15.91,49,7.0015
2,13.635,60,8.9981
2,12.12,70,8.9981
2,13.635,60,8.9981
2,12.12,65,8.9981
2,12.88,70,7.0015
2,12.88,70,7.0015
2,13.635,65,7.0015
2,15.15,61,15.0013
2,16.665,46,16.9979
2,20.455,37,26.0027
2,21.21,38,26.0027
2,21.97,41,16.9979
2,22.725,38,32.9975
2,24.24,34,27.9993
2,25.0,32,22.0028
2,25.76,28,27.9993
2,25.0,32,30.0026
2,25.0,29,23.9994
2,24.24,31,19.9995
2,22.725,51,15.0013
2,22.725,41,19.0012
2,22.725,41,19.0012
2,22.725,41,19.9995
2,22.725,41,19.0012
2,21.21,47,8.9981
2,21.21,54,0.0
2,17.425,66,12.998
2,16.665,76,12.998
2,15.91,76,15.0013
2,15.15,81,16.9979
2,16.665,76,11.0014
2,17.425,76,12.998
2,20.455,66,8.9981
2,21.21,67,7.0015
2,22.725,55,0.0
2,22.725,55,0.0
2,25.0,48,6.0032
2,26.515,43,6.0032
2,31.06,38,7.0015
2,31.06,35,0.0
2,25.0,52,19.0012
2,23.485,55,16.9979
2,22.725,59,19.9995
2,21.97,62,11.0014
2,21.97,67,19.0012
2,20.455,76,12.998
2,19.695,76,16.9979
2,17.425,76,15.0013
2,16.665,76,8.9981
2,16.665,76,11.0014
2,16.665,76,11.0014
2,16.665,86,8.9981
2,15.91,87,12.998
2,18.18,87,0.0
2,16.665,87,11.0014
2,16.665,87,11.0014
2,17.425,76,12.998
2,16.665,71,19.0012
2,20.455,62,26.0027
2,19.695,66,15.0013
2,16.665,76,19.0012
2,15.91,87,15.0013
2,15.91,87,15.0013
2,15.15,93,16.9979
2,15.15,93,16.9979
2,15.15,93,16.9979
2,13.635,93,27.9993
2,13.635,93,22.0028
2,14.395,93,16.9979
2,13.635,93,19.9995
2,14.395,93,15.0013
2,14.395,87,15.0013
2,15.15,87,8.9981
2,15.15,87,15.0013
2,14.395,100,16.9979
2,13.635,100,16.9979
2,14.395,93,15.0013
2,14.395,93,12.998
2,15.15,93,11.0014
2,15.15,93,11.0014
2,17.425,87,7.0015
2,16.665,87,8.9981
2,18.18,81,0.0
2,17.425,81,8.9981
2,18.94,81,0.0
2,17.425,81,8.9981
2,18.94,87,0.0
2,19.695,82,0.0
2,19.695,82,6.0032
2,19.695,82,7.0015
2,19.695,82,8.9981
2,19.695,87,11.0014
2,17.425,93,8.9981
2,17.425,93,8.9981
2,19.695,87,6.0032
2,19.695,87,6.0032
2,19.695,87,8.9981
2,19.695,87,6.0032
2,19.695,87,8.9981
2,18.18,93,7.0015
2,18.18,93,6.0032
2,18.18,93,6.0032
2,18.18,100,6.0032
2,19.695,94,6.0032
2,19.695,94,8.9981
2,20.455,87,0.0
2,20.455,87,8.9981
2,21.21,88,8.9981
2,22.725,82,7.0015
2,24.24,72,12.998
2,24.24,77,15.0013
2,25.0,72,11.0014
2,25.0,72,12.998
2,24.24,77,12.998
2,24.24,77,12.998
2,22.725,82,8.9981
2,21.97,88,12.998
2,21.97,94,16.9979
2,22.725,88,23.9994
2,23.485,88,22.0028
2,22.725,94,19.0012
2,22.725,94,19.0012
2,22.725,94,12.998
2,22.725,94,12.998
2,22.725,100,15.0013
2,24.24,88,15.0013
2,25.0,88,19.0012
2,26.515,83,19.0012
2,26.515,83,19.9995
2,29.545,73,19.9995
2,29.545,73,22.0028
2,30.305,69,27.9993
2,33.335,54,23.9994
2,33.335,48,35.0008
2,33.335,48,35.0008
2,33.335,48,35.0008
2,33.335,51,26.0027
2,33.335,51,30.0026
2,31.82,57,35.0008
2,31.06,61,16.9979
2,31.06,50,19.0012
2,27.275,60,0.0
2,31.06,50,7.0015
2,31.06,50,6.0032
2,31.06,53,8.9981
2,27.275,56,8.9981
2,26.515,64,8.9981
2,25.76,68,8.9981
2,25.76,68,19.0012
2,25.76,68,15.0013
2,23.485,88,26.0027
2,22.725,94,32.9975
2,24.24,82,27.9993
2,25.0,77,23.9994
2,26.515,64,31.0009
2,25.76,68,19.0012
2,24.24,82,19.0012
2,23.485,77,35.0008
2,23.485,77,26.0027
2,21.97,77,15.0013
2,21.97,77,15.0013
2,21.21,82,19.0012
2,21.21,82,19.0012
2,21.21,82,12.998
2,20.455,94,19.9995
2,20.455,94,16.9979
2,20.455,100,19.9995
2,20.455,100,19.9995
2,20.455,100,19.9995
2,20.455,94,22.0028
2,20.455,94,22.0028
2,19.695,94,16.9979
2,19.695,94,15.0013
2,17.425,100,15.0013
2,19.695,94,12.998
2,19.695,94,15.0013
2,20.455,87,12.998
2,21.21,82,12.998
2,21.21,82,16.9979
2,21.97,77,12.998
2,21.21,77,16.9979
2,21.97,72,19.0012
2,22.725,67,19.0012
2,22.725,67,19.9995
2,21.97,62,26.0027
2,21.97,62,16.9979
2,21.97,62,16.9979
2,21.21,67,11.0014
2,21.21,67,12.998
2,20.455,71,8.9981
2,19.695,76,8.9981
2,19.695,76,15.0013
2,17.425,76,8.9981
2,16.665,81,8.9981
2,18.18,76,0.0
2,17.425,76,6.0032
2,17.425,76,7.0015
2,19.695,66,0.0
2,21.21,58,11.0014
2,22.725,51,8.9981
2,24.24,51,12.998
2,25.0,45,11.0014
2,25.76,42,8.9981
2,26.515,37,15.0013
2,26.515,35,6.0032
2,31.06,31,6.0032
2,30.305,26,7.0015
2,30.305,28,0.0
2,26.515,30,0.0
2,25.76,32,0.0
2,24.24,51,12.998
2,22.725,63,8.9981
2,23.485,55,7.0015
2,22.725,59,7.0015
2,21.97,67,0.0
2,21.97,62,0.0
2,20.455,76,0.0
2,20.455,76,0.0
2,19.695,82,6.0032
2,18.18,81,7.0015
2,18.18,81,6.0032
2,20.455,71,11.0014
2,21.97,62,19.9995
2,24.24,55,12.998
2,24.24,55,12.998
2,25.0,55,12.998
2,25.0,55,19.0012
2,25.76,52,16.9979
2,25.76,52,16.9979
2,25.76,52,30.0026
2,25.0,55,32.9975
2,24.24,63,26.0027
2,22.725,67,26.0027
2,21.21,77,26.0027
2,20.455,76,22.0028
2,20.455,76,19.9995
2,19.695,82,26.0027
2,17.425,81,12.998
2,17.425,81,15.0013
2,16.665,87,19.0012
2,17.425,87,8.9981
2,17.425,87,11.0014
2,17.425,87,15.0013
2,19.695,87,19.0012
2,20.455,82,22.0028
2,20.455,82,27.9993
2,20.455,87,23.9994
2,20.455,100,19.9995
2,21.21,94,26.0027
2,21.21,94,30.0026
2,22.725,88,39.0007
2,22.725,94,35.0008
2,25.0,83,39.0007
2,25.0,83,39.0007
2,24.24,88,31.0009
2,24.24,88,39.0007
2,24.24,94,26.0027
2,25.0,94,27.9993
2,21.97,94,15.0013
2,21.97,94,0.0
2,21.21,100,0.0
2,21.97,77,19.0012
2,21.97,77,19.0012
2,21.21,67,15.0013
2,20.455,62,12.998
2,20.455,66,8.9981
2,18.18,76,7.0015
2,17.425,71,11.0014
2,15.91,66,30.0026
2,16.665,50,23.9994
2,19.695,46,26.0027
2,20.455,43,19.0012
2,21.21,44,30.0026
2,22.725,41,27.9993
2,22.725,38,26.0027
2,24.24,34,26.0027
2,25.0,34,26.0027
2,25.76,32,35.0008
2,25.76,30,23.9994
2,26.515,30,30.0026
2,26.515,30,26.0027
2,26.515,30,19.9995
2,25.0,36,12.998
2,24.24,42,12.998
2,24.24,39,7.0015
2,21.97,67,11.0014
2,22.725,47,6.0032
2,22.725,47,8.9981
2,21.21,67,7.0015
2,21.21,62,7.0015
2,20.455,87,11.0014
2,20.455,76,6.0032
2,20.455,82,0.0
2,22.725,63,0.0
2,22.725,63,0.0
2,24.24,55,7.0015
2,25.0,55,7.0015
2,25.76,52,6.0032
2,26.515,49,6.0032
2,26.515,49,11.0014
2,27.275,49,12.998
2,31.06,43,12.998
2,31.06,46,19.0012
2,27.275,49,19.0012
2,31.06,31,23.9994
2,26.515,46,16.9979
2,31.06,33,19.9995
2,26.515,37,19.0012
2,25.0,55,19.0012
2,24.24,59,16.9979
2,24.24,55,15.0013
2,22.725,63,15.0013
2,22.725,67,19.0012
2,23.485,63,15.0013
2,22.725,67,6.0032
2,22.725,72,12.998
2,23.485,67,0.0
2,25.0,55,0.0
2,24.24,68,8.9981
2,25.0,63,6.0032
2,24.24,72,15.0013
2,25.76,68,11.0014
2,25.76,64,6.0032
2,25.76,68,15.0013
2,25.76,64,12.998
2,25.76,65,11.0014
2,26.515,52,19.9995
2,26.515,60,7.0015
2,25.76,64,8.9981
2,24.24,72,12.998
2,24.24,72,15.0013
2,24.24,72,8.9981
2,23.485,77,6.0032
2,22.725,88,6.0032
2,21.21,67,6.0032
2,21.21,69,7.0015
2,21.21,77,7.0015
2,20.455,82,7.0015
2,20.455,76,7.0015
2,20.455,82,6.0032
2,20.455,82,6.0032
2,21.21,77,6.0032
2,21.97,77,8.9981
2,22.725,72,8.9981
2,23.485,63,12.998
2,22.725,82,7.0015
2,23.485,77,7.0015
2,24.24,63,11.0014
2,24.24,68,7.0015
2,24.24,72,0.0
2,24.24,72,12.998
2,23.485,82,16.9979
2,22.725,82,6.0032
2,22.725,84,7.0015
2,22.725,82,0.0
2,22.725,82,0.0
2,22.725,82,0.0
2,22.725,77,12.998
2,22.725,72,8.9981
2,22.725,72,8.9981
2,21.97,77,15.0013
2,21.97,77,8.9981
2,21.97,77,11.0014
2,21.97,77,8.9981
2,21.97,88,7.0015
2,22.725,82,22.0028
2,23.485,77,15.0013
2,24.24,77,19.0012
2,25.76,77,15.0013
2,27.275,73,19.9995
2,30.305,69,15.0013
2,30.305,69,12.998
2,30.305,69,15.0013
2,31.06,61,12.998
2,31.06,61,15.0013
2,31.06,65,12.998
2,30.305,65,12.998
2,30.305,69,8.9981
2,30.305,69,8.9981
2,29.545,73,7.0015
2,29.545,73,0.0
2,26.515,83,12.998
2,26.515,83,15.0013
2,26.515,78,16.9979
2,26.515,78,16.9979
2,25.76,83,19.0012
2,25.0,88,15.0013
2,25.0,88,8.9981
2,25.0,94,11.0014
2,25.76,88,15.0013
2,26.515,83,19.0012
2,28.79,78,23.9994
2,30.305,69,23.9994
2,31.06,65,22.0028
2,31.82,61,32.9975
2,32.575,58,40.9973
2,32.575,58,35.0008
2,32.575,58,30.0026
2,33.335,54,31.0009
2,32.575,54,31.0009
2,32.575,48,27.9993
2,31.82,57,23.9994
2,31.06,61,12.998
2,31.06,61,30.0026
2,27.275,60,26.0027
2,26.515,68,22.0028
2,25.0,77,11.0014
2,24.24,82,19.0012
2,24.24,82,19.0012
2,21.21,88,35.0008
2,19.695,94,22.0028
2,16.665,87,22.0028
2,15.15,93,26.0027
2,15.15,93,23.9994
2,15.15,93,26.0027
2,15.15,93,23.9994
2,15.91,93,19.0012
2,20.455,82,22.0028
2,21.97,62,23.9994
2,22.725,59,30.0026
2,24.24,51,26.0027
2,23.485,51,27.9993
2,24.24,45,31.0009
2,20.455,71,16.9979
2,21.21,67,16.9979
2,21.21,58,23.9994
2,20.455,62,22.0028
2,20.455,62,11.0014
2,19.695,62,15.0013
2,17.425,62,15.0013
2,17.425,66,12.998
2,16.665,71,12.998
2,15.91,66,15.0013
2,15.91,66,16.9979
2,15.91,66,16.9979
2,15.91,66,16.9979
2,15.91,66,16.9979
2,19.695,58,16.9979
2,21.21,50,16.9979
2,22.725,44,19.0012
2,24.24,39,19.0012
2,25.0,36,30.0026
2,25.0,34,23.9994
2,25.76,30,39.0007
2,25.76,28,30.0026
2,26.515,26,32.9975
2,27.275,24,27.9993
2,26.515,26,26.0027
2,26.515,26,19.0012
2,25.76,28,15.0013
2,24.24,34,11.0014
2,24.24,36,12.998
2,23.485,39,12.998
2,22.725,41,12.998
2,21.97,44,11.0014
2,20.455,62,11.0014
2,19.695,62,7.0015
2,18.18,71,7.0015
2,18.18,71,7.0015
2,17.425,81,7.0015
2,18.18,81,6.0032
2,20.455,82,0.0
2,21.21,77,16.9979
2,22.725,67,19.0012
2,25.76,49,22.0028
2,25.76,49,22.0028
2,26.515,49,23.9994
2,27.275,40,22.0028
2,31.06,40,30.0026
2,31.06,38,26.0027
2,31.06,40,16.9979
2,27.275,40,23.9994
2,25.76,52,23.9994
2,25.76,52,23.9994
2,25.0,48,7.0015
2,23.485,67,8.9981
2,22.725,72,15.0013
2,21.97,82,8.9981
2,21.21,82,8.9981
2,21.21,82,7.0015
2,21.21,82,6.0032
2,21.21,77,6.0032
2,20.455,82,7.0015
2,22.725,59,8.9981
2,21.21,77,6.0032
2,23.485,59,0.0
2,25.0,52,12.998
2,25.76,49,19.0012
2,26.515,49,19.9995
2,26.515,43,0.0
2,31.06,40,12.998
2,31.06,35,19.0012
2,31.06,35,11.0014
2,31.06,38,16.9979
2,31.06,38,12.998
2,27.275,40,15.0013
2,27.275,37,11.0014
2,26.515,43,12.998
2,26.515,43,8.9981
2,25.76,49,15.0013
2,25.76,49,12.998
2,24.24,59,7.0015
2,24.24,59,7.0015
2,25.0,55,0.0
2,23.485,63,0.0
2,22.725,72,6.0032
2,21.21,82,0.0
2,21.97,77,0.0
2,21.97,82,0.0
2,22.725,82,0.0
2,25.0,63,8.9981
2,26.515,52,15.0013
2,27.275,49,8.9981
2,27.275,49,6.0032
2,31.06,46,6.0032
2,31.06,49,8.9981
2,31.06,49,0.0
2,31.06,49,0.0
2,31.06,46,7.0015
2,27.275,49,19.0012
2,27.275,49,0.0
2,26.515,64,0.0
2,25.0,77,8.9981
2,25.0,77,6.0032
2,24.24,88,6.0032
2,22.725,88,6.0032
2,22.725,82,6.0032
2,21.97,88,0.0
2,21.97,94,0.0
2,22.725,82,6.0032
2,21.21,82,11.0014
2,21.21,77,11.0014
2,21.97,72,16.9979
2,23.485,63,16.9979
2,25.0,55,15.0013
2,25.76,56,11.0014
2,26.515,52,12.998
2,31.06,46,15.0013
2,31.06,43,12.998
2,31.06,38,19.0012
2,31.06,41,15.0013
2,31.06,41,15.0013
2,31.06,38,15.0013
2,31.06,38,16.9979
2,31.06,38,19.9995
2,27.275,43,12.998
2,25.76,49,12.998
2,25.0,59,8.9981
2,25.0,68,6.0032
2,24.24,68,6.0032
2,23.485,63,0.0
2,22.725,59,6.0032
2,21.97,58,8.9981
2,21.97,54,12.998
2,21.21,62,16.9979
2,20.455,66,15.0013
2,21.21,67,8.9981
2,21.97,62,8.9981
2,24.24,51,7.0015
2,25.0,48,7.0015
2,26.515,37,6.0032
2,26.515,43,8.9981
2,31.06,38,0.0
2,31.06,38,16.9979
2,31.06,33,0.0
2,31.06,33,6.0032
2,31.06,31,7.0015
2,31.06,33,0.0
2,31.06,29,8.9981
2,31.06,43,15.0013
2,25.76,60,8.9981
2,25.76,52,0.0
2,25.0,55,7.0015
2,25.0,59,8.9981
2,25.0,55,8.9981
2,24.24,59,7.0015
2,25.0,59,0.0
2,24.24,63,15.0013
2,23.485,88,8.9981
2,22.725,88,8.9981
2,22.725,82,8.9981
2,23.485,72,12.998
2,23.485,77,16.9979
2,25.0,72,8.9981
2,25.76,68,6.0032
2,26.515,64,6.0032
2,31.06,56,0.0
2,31.06,50,0.0
2,31.06,53,6.0032
2,31.06,41,0.0
2,31.06,39,0.0
2,31.06,47,7.0015
2,31.06,50,19.9995
2,26.515,52,8.9981
2,25.76,64,8.9981
2,25.76,60,0.0
2,24.24,72,16.9979
2,22.725,88,16.9979
2,22.725,88,15.0013
2,22.725,88,15.0013
2,21.97,94,12.998
2,21.97,88,8.9981
2,21.21,94,0.0
2,21.21,94,8.9981
2,21.97,88,0.0
2,22.725,88,8.9981
2,23.485,82,12.998
2,24.24,77,19.0012
2,25.76,68,15.0013
2,27.275,60,15.0013
2,27.275,60,15.0013
2,31.06,57,19.9995
2,30.305,61,15.0013
2,31.06,53,16.9979
2,31.06,57,16.9979
2,31.06,57,12.998
2,30.305,69,15.0013
2,30.305,64,12.998
2,30.305,64,12.998
2,26.515,83,8.9981
2,25.76,83,12.998
2,25.76,77,12.998
2,25.0,83,11.0014
2,25.0,83,11.0014
2,24.24,88,8.9981
2,24.24,88,8.9981
2,24.24,88,11.0014
2,24.24,88,12.998
2,24.24,88,8.9981
2,24.24,88,11.0014
2,24.24,88,12.998
2,24.24,88,12.998
2,25.0,83,8.9981
2,25.0,83,11.0014
2,25.0,88,12.998
2,25.0,88,26.0027
2,25.0,87,19.0012
2,25.0,88,11.0014
2,25.0,88,8.9981
2,25.0,88,11.0014
2,25.0,88,11.0014
2,25.0,83,12.998
2,25.0,83,8.9981
2,25.0,84,11.0014
2,25.0,83,15.0013
2,24.24,88,11.0014
2,24.24,88,8.9981
2,24.24,88,8.9981
2,24.24,88,8.9981
2,24.24,88,8.9981
2,24.24,82,11.0014
2,24.24,82,7.0015
2,24.24,88,7.0015
2,23.485,100,0.0
2,24.24,94,0.0
2,25.0,94,6.0032
2,25.0,94,11.0014
2,25.0,94,8.9981
2,25.0,100,6.0032
2,25.0,100,6.0032
2,25.76,94,8.9981
2,25.76,94,11.0014
2,25.76,94,12.998
2,26.515,88,12.998
2,26.515,88,15.0013
2,25.76,94,8.9981
2,25.76,94,8.9981
2,25.76,94,15.0013
2,25.76,94,11.0014
2,25.0,100,12.998
2,25.0,100,0.0
2,25.0,100,7.0015
2,25.0,100,8.9981
2,25.0,100,0.0
2,25.0,100,0.0
2,25.0,100,7.0015
2,25.0,100,8.9981
2,25.0,100,8.9981
2,25.76,94,8.9981
2,27.275,83,16.9979
2,27.275,83,15.0013
2,28.79,78,15.0013
2,29.545,73,19.9995
2,29.545,73,19.0012
2,30.305,73,12.998
2,31.06,69,16.9979
2,30.305,69,16.9979
2,26.515,78,23.9994
2,26.515,78,16.9979
2,26.515,83,7.0015
2,25.76,88,0.0
2,25.76,88,0.0
2,26.515,83,0.0
2,25.76,88,15.0013
2,25.0,94,7.0015
2,25.0,94,8.9981
2,24.24,100,6.0032
2,24.24,94,11.0014
2,24.24,100,8.9981
2,24.24,93,12.998
2,25.0,88,11.0014
2,25.0,83,19.0012
2,26.515,73,19.9995
2,29.545,69,12.998
2,30.305,65,6.0032
2,31.06,57,0.0
2,31.06,54,6.0032
2,31.82,51,0.0
2,31.82,51,0.0
2,33.335,51,0.0
2,28.79,78,16.9979
2,27.275,88,15.0013
2,27.275,83,12.998
2,27.275,83,16.9979
2,27.275,83,0.0
2,27.275,83,0.0
2,26.515,88,6.0032
2,26.515,88,6.0032
2,26.515,88,0.0
2,26.515,88,0.0
2,26.515,88,0.0
2,25.76,94,16.9979
2,25.76,94,16.9979
2,25.0,94,16.9979
2,25.0,94,16.9979
2,25.0,94,16.9979
2,25.0,94,19.9995
2,25.76,88,16.9979
2,25.76,88,16.9979
2,26.515,83,27.9993
2,26.515,83,27.9993
2,26.515,88,22.0028
2,29.545,73,31.0009
2,30.305,69,30.0026
2,30.305,61,22.0028
2,30.305,65,27.9993
2,29.545,69,19.9995
