price,bedrooms,sqft_living,sqft_lot,waterfront,grade,yr_built,yr_renovated
230000.0,4,1220,9100,0,7,1970,0
850000.0,3,2280,4600,0,8,1936,0
355000.0,4,2770,7000,0,7,1979,0
442000.0,4,2520,7253,0,9,1990,0
399000.0,4,3060,5000,0,8,2001,0
360000.0,4,2390,7115,0,9,1999,0
390000.0,3,1320,7725,0,8,1978,0
413000.0,5,2900,8711,0,8,1977,0
190000.0,2,700,9500,0,6,1951,0
432900.0,3,2210,9226,0,8,1998,0
621138.0,3,2180,7741,0,9,1986,0
270000.0,3,2080,4252,0,7,2003,0
610000.0,4,2090,35040,0,8,1980,0
500000.0,3,1720,5525,0,7,1941,0
715000.0,4,2460,40635,0,8,1968,0
264000.0,3,1470,14821,0,7,1958,0
550000.0,3,1650,3200,0,8,1901,0
337000.0,3,1690,9087,0,8,1997,0
170000.0,3,970,8710,0,6,1962,0
405000.0,4,2030,9095,0,7,1972,0
775000.0,4,2540,28563,0,10,1984,0
425000.0,3,1570,7475,0,7,1983,0
713000.0,5,2580,9242,0,8,1967,0
555000.0,5,2090,8712,0,8,1966,0
810000.0,4,3260,5608,0,9,2003,0
1250000.0,4,3830,41263,0,11,1990,0
819000.0,3,2130,6150,0,8,1908,0
409900.0,3,1690,1200,0,8,2013,0
935000.0,2,1780,2067,0,9,1974,0
657500.0,4,1620,7560,0,7,1947,0
900000.0,6,4210,6105,0,9,2008,0
932800.0,5,2980,7095,0,9,1998,2007
391000.0,3,1490,9000,0,8,1977,0
420000.0,4,2110,9825,0,8,2000,0
1300000.0,6,6563,32670,0,10,2002,0
415000.0,3,1510,16800,0,8,1956,0
350000.0,3,1830,9425,0,8,1946,0
375000.0,2,1230,1820,0,7,1948,0
860000.0,3,2180,14135,0,8,1947,0
495000.0,4,2220,8872,0,8,1961,0
250000.0,4,1730,8400,0,7,1962,0
365000.0,4,1990,21312,0,8,1968,0
503000.0,3,1540,6760,0,7,1980,0
150000.0,2,1100,7200,0,6,1944,0
450000.0,4,1640,1480,0,7,1912,0
355000.0,4,2590,7213,0,8,2001,0
245000.0,3,1450,9333,0,7,1972,0
265900.0,3,1180,7793,0,7,1992,0
299000.0,4,1820,7575,0,7,1975,0
957500.0,4,2360,11523,0,10,1968,0
343000.0,3,1120,7250,0,7,1972,0
307500.0,3,1646,7364,0,7,1994,0
937500.0,5,4210,14599,0,10,2004,0
610000.0,3,2480,45302,0,8,1976,0
720000.0,3,1590,7080,0,8,1952,0
610000.0,4,2130,2620,0,7,1919,0
434500.0,3,1650,7965,0,7,1967,0
602500.0,2,3090,47044,0,10,1979,0
607010.0,4,2180,4000,0,8,2002,0
610000.0,3,1800,5750,0,7,1947,0
828500.0,4,3720,35000,0,10,1983,0
199990.0,3,1100,8560,0,6,1961,0
294000.0,3,1530,9362,0,7,1987,0
789500.0,4,3010,6100,0,9,2005,0
797000.0,3,3500,9473,0,10,2008,0
539950.0,5,3100,5250,0,7,2006,0
284950.0,4,2000,6778,0,7,1962,0
776500.0,4,2290,10372,0,7,1965,1987
525000.0,4,2400,10070,0,7,1967,0
303000.0,3,1850,4957,0,8,1999,0
722080.0,3,3680,7650,0,9,1988,0
140000.0,3,1060,7473,0,7,1959,0
235000.0,3,1060,7473,0,7,1959,0
440000.0,3,1610,5500,0,7,1903,1973
605000.0,3,2330,6000,0,7,1940,0
380000.0,2,1210,4800,0,8,1950,0
352000.0,4,1530,8890,0,7,1925,0
420000.0,4,2270,12000,0,7,1979,0
1175000.0,4,2590,7220,0,10,1930,0
1375000.0,3,1850,10572,0,8,1953,0
300000.0,3,1500,14750,0,6,1933,0
1150000.0,4,4740,49091,0,11,1990,0
453500.0,2,1710,4189,0,7,1951,0
443500.0,3,1920,7598,0,8,1972,0
332000.0,2,1150,8138,0,7,1954,0
655000.0,3,2320,4721,0,8,2004,0
475000.0,4,1420,6000,0,7,1950,0
372500.0,3,1550,12956,0,7,1988,0
1050000.0,4,2920,7200,0,8,1921,2006
500000.0,3,1620,4200,0,7,1945,0
900000.0,6,2300,24773,0,9,1950,1985
327500.0,3,1070,7140,0,7,1989,0
390000.0,3,1790,7123,0,7,1913,1995
451101.0,2,1510,1962,0,8,1985,0
455000.0,4,1340,5800,0,7,1914,0
650000.0,4,3350,46748,0,10,2004,0
895000.0,3,2500,7746,0,10,1993,0
800000.0,4,2350,10664,0,7,1952,0
703770.0,4,2550,12918,0,9,1987,0
249950.0,3,1320,10454,0,7,1968,0
512000.0,2,1270,3881,0,6,1926,0
780000.0,5,3480,74052,0,8,1972,0
336000.0,3,2820,11625,0,8,1986,0
285000.0,3,2110,6900,0,6,1955,0
229900.0,3,1100,7224,0,7,1981,0
667500.0,4,1920,4000,0,8,1931,0
378000.0,4,1890,12236,0,7,1978,0
454000.0,3,2530,43733,0,8,1991,0
537500.0,4,2550,4630,0,7,2005,0
425000.0,3,1550,4160,0,6,1926,0
290000.0,3,1760,6600,0,7,1998,0
349500.0,3,1270,3600,0,7,1963,0
370000.0,3,1250,1655,0,7,2006,0
549500.0,3,1620,8438,0,8,1961,0
245000.0,2,710,6322,0,6,1942,0
208000.0,3,1070,7200,0,7,1994,0
248000.0,4,2320,8760,0,8,1966,0
610000.0,4,5450,37058,0,9,1984,0
550000.0,4,1670,5116,0,8,1999,0
750000.0,3,3010,206910,0,10,2001,0
192000.0,2,1340,7380,0,6,1940,0
169317.0,2,790,4000,0,7,1908,0
1198000.0,4,3400,3850,0,10,2008,0
880000.0,2,1530,6350,0,7,1923,0
210000.0,1,930,7129,0,6,1948,0
180500.0,3,1540,9800,0,7,1973,0
540000.0,4,1990,29078,0,9,1984,0
520000.0,3,2300,35722,0,9,1984,0
177500.0,3,1220,6000,0,7,1968,0
415000.0,3,2380,5650,0,8,1956,0
495000.0,4,2020,7200,0,7,1968,0
325000.0,3,1890,9646,0,8,1966,0
440000.0,2,1330,4903,0,7,1985,0
411000.0,3,1490,9844,0,7,1959,0
810000.0,5,3550,9600,0,9,1998,0
561750.0,5,2040,8996,0,7,1962,0
835100.0,4,2380,12573,0,9,1963,0
450000.0,3,1780,9969,0,8,1985,0
238000.0,3,1650,2807,0,7,2004,0
299000.0,3,1510,142803,0,7,1974,0
570000.0,2,1100,6240,0,7,1941,0
340000.0,3,2190,12626,0,8,1978,0
450000.0,2,1760,2275,0,6,1912,0
272750.0,4,1800,8786,0,7,1966,0
520000.0,4,2000,6380,0,6,1949,0
284950.0,3,990,10723,0,7,1960,0
255000.0,2,1480,9660,0,7,1949,0
231500.0,2,1200,9488,0,7,1941,0
415000.0,1,3000,204732,0,8,1979,0
330000.0,4,3504,6000,0,7,2006,0
365000.0,3,1300,12240,0,7,1963,0
425000.0,4,1330,9188,0,7,1928,2004
400000.0,4,1850,6480,0,7,1958,0
335000.0,4,2240,9701,0,9,1989,0
342000.0,3,1260,1251,0,7,2003,0
490000.0,8,2800,2580,0,8,1997,0
331500.0,4,1820,14319,0,7,1969,0
960000.0,3,1730,4102,1,8,1996,0
720500.0,4,3350,35298,0,9,1985,0
830000.0,3,3370,6550,0,8,1912,2001
662990.0,3,1240,3600,0,7,1926,0
220000.0,4,2340,10507,0,6,1959,0
349950.0,5,1880,4179,0,7,1952,2000
550000.0,3,1810,2159,0,7,1922,0
396000.0,3,2340,5668,0,6,1941,0
635000.0,4,2820,4000,0,7,1911,0
293000.0,3,1020,7650,0,7,1940,0
339000.0,3,2090,10120,0,7,1979,0
285000.0,4,1830,8734,0,7,1991,0
775000.0,6,2980,5000,0,7,1916,0
224000.0,4,1600,9289,0,7,1959,0
2250000.0,4,4440,8125,0,10,1922,0
165050.0,3,1200,8514,0,7,1959,0
275000.0,3,1230,4500,0,7,1913,0
445000.0,5,2930,5500,0,7,1951,0
510000.0,3,2370,38639,0,8,1978,0
1230000.0,4,3040,7000,0,9,2001,0
390000.0,3,1610,13500,0,7,1970,0
460000.0,3,2350,10450,0,8,1977,0
700000.0,3,2000,14733,0,8,1958,0
874150.0,4,3530,14406,0,10,1987,0
470000.0,3,2220,9800,0,8,1987,0
374000.0,3,2000,9416,0,6,1961,0
510000.0,2,1210,131115,0,7,1950,0
467000.0,2,1140,1181,0,8,2007,0
576000.0,4,2440,28405,0,8,2002,0
196440.0,3,1560,7352,0,6,1992,0
825000.0,4,3210,18901,0,10,1993,0
281000.0,2,930,2600,0,7,1981,0
326000.0,3,1782,1577,0,7,2000,0
340000.0,3,1740,46580,0,7,1980,0
440000.0,5,3690,36036,0,9,1985,0
749000.0,4,2930,18199,0,9,1998,0
340000.0,4,1230,8316,0,7,1963,0
561000.0,3,2000,7000,0,7,1916,1986
270000.0,3,1520,7930,0,7,1988,0
600000.0,2,1040,3600,0,7,1919,1980
219900.0,4,1120,5427,0,6,1969,2014
617000.0,3,3020,360241,0,8,1992,0
469000.0,3,1820,8446,0,8,1978,0
229000.0,3,1370,56628,0,7,1942,0
1265000.0,4,3130,2646,0,9,1906,0
365000.0,3,1640,8301,0,7,1958,0
429000.0,4,2650,9301,0,9,2001,0
550000.0,4,2850,6809,0,9,2003,0
453000.0,3,1820,16300,0,7,1955,0
187500.0,3,1180,7000,0,7,1977,0
520500.0,6,1880,14350,0,7,1955,0
300000.0,3,1280,12776,0,7,1977,0
799000.0,4,3120,5000,0,9,2005,0
338000.0,3,2470,4948,0,8,2003,0
800000.0,3,1700,4400,0,8,1906,0
360000.0,2,1180,3200,0,6,1945,0
442500.0,6,2800,10490,0,7,1968,0
700000.0,4,1300,1651359,0,6,1920,0
830000.0,5,3040,9601,0,9,1968,0
360400.0,3,1630,11592,0,8,1987,0
345000.0,3,1340,9339,0,7,1960,0
300000.0,3,1830,51836,0,7,1966,0
350000.0,3,1240,10800,0,7,1959,0
368000.0,4,2500,36900,0,7,1972,0
264000.0,3,1760,7482,0,8,1966,0
435000.0,3,2660,16677,0,9,1990,0
200000.0,3,2060,15837,0,6,1903,0
620000.0,5,2540,3832,0,8,1929,0
1679000.0,5,4830,11466,0,10,2014,0
337000.0,3,1400,6000,0,7,1919,0
1928000.0,4,4280,20296,0,11,1984,0
544500.0,4,2230,10414,0,7,1974,0
252000.0,1,680,1638,0,6,1910,1992
445000.0,4,2340,3784,0,8,2008,0
379500.0,3,2070,14196,0,7,1989,0
189950.0,4,1910,4225,0,6,1919,0
469000.0,3,950,4250,0,6,1948,0
600000.0,5,2910,53898,0,7,1979,0
785000.0,3,2930,33981,0,9,2000,0
372000.0,4,2610,8967,0,8,1990,0
445000.0,5,3880,7180,0,7,2004,0
508000.0,4,3320,53392,0,8,1986,0
780000.0,5,1940,4800,0,8,1905,0
541100.0,4,2510,9800,0,9,1978,0
729000.0,4,2660,5608,0,9,2003,0
397000.0,3,1710,134489,0,7,1952,0
451555.0,2,1320,4520,0,6,1912,1971
300000.0,2,960,8153,0,6,1947,0
416000.0,3,1790,11542,0,7,1969,0
490000.0,2,950,3060,0,6,1925,0
480000.0,6,2940,5054,0,7,1942,2003
368000.0,2,930,1662,0,7,2002,0
1038000.0,3,4570,10615,0,12,1991,0
545000.0,3,2370,9000,0,8,1952,0
850000.0,5,3430,15119,0,10,1998,0
550000.0,4,3540,4750,0,10,2003,0
600000.0,3,2240,9314,0,9,1984,0
535000.0,4,2710,12138,0,8,1968,0
599950.0,3,2660,4975,0,8,2014,0
531000.0,5,2540,5022,0,8,1955,0
530000.0,4,2210,7665,0,8,1968,0
597326.0,4,3570,8250,0,10,2015,0
805000.0,4,3450,33460,0,9,1997,0
390000.0,4,2330,8364,0,8,1968,0
487250.0,4,1690,3250,0,7,1901,0
301000.0,3,1030,8414,0,7,1967,0
1175000.0,5,2560,5618,0,8,1923,0
299000.0,4,1950,3000,0,7,2002,0
2350000.0,4,4370,22863,0,10,1907,1994
400000.0,4,2350,3904,0,7,1999,0
467500.0,4,3160,7210,0,7,1969,0
305000.0,4,2430,9103,0,8,1990,0
210000.0,3,1340,306848,0,5,1953,0
300000.0,3,1010,10168,0,6,1979,0
327500.0,3,1770,8755,0,8,1981,0
269000.0,3,1210,7136,0,7,2003,0
975000.0,4,3330,17533,0,9,1969,0
355000.0,3,1240,5400,0,7,1940,0
712000.0,3,1250,4620,0,7,1900,0
883000.0,4,2960,41656,0,10,1985,0
190000.0,2,840,12252,0,6,1994,0
443000.0,3,1530,8028,0,7,1967,0
920000.0,4,3750,11025,0,10,1976,0
285000.0,4,2150,8250,0,7,1978,0
901000.0,4,1560,4080,0,7,1916,0
552500.0,3,2040,5775,0,7,1958,0
256000.0,2,860,5000,0,6,1915,1945
341000.0,3,1720,7119,0,7,1952,0
279000.0,4,2090,8941,0,7,1975,0
686000.0,4,2130,10650,0,8,1977,0
225000.0,2,1300,11867,0,6,1975,0
215500.0,2,1220,15600,0,6,1972,0
950000.0,4,2420,4800,0,7,1919,0
503000.0,4,2940,156988,0,9,1996,0
780000.0,3,2610,7567,0,9,1997,0
212000.0,4,1880,7500,0,6,1946,0
580000.0,4,2330,6703,0,7,1983,0
465000.0,4,2200,3141,0,7,1994,0
206000.0,4,1720,7560,0,7,1959,0
615000.0,3,2250,10171,0,9,1987,0
519000.0,4,1640,6305,0,6,1907,0
1135000.0,4,4130,11444,0,11,2001,0
330000.0,5,2600,3839,0,7,2005,0
240000.0,4,1920,7973,0,8,1955,0
574000.0,3,2060,7000,0,9,1988,0
930000.0,4,5710,24663,0,11,2007,0
850000.0,4,2720,183823,0,8,1975,2007
415000.0,3,1490,7275,0,7,1974,0
480000.0,3,2360,9005,0,7,1929,0
300000.0,5,1940,8875,0,7,1957,0
439000.0,4,2570,9503,0,8,1980,0
450000.0,3,1160,36831,0,7,1938,0
589000.0,3,2660,206480,0,8,1989,0
477000.0,3,1260,3000,0,7,2003,0
587500.0,4,1780,6120,0,8,1951,0
1315000.0,4,3180,6105,0,10,1905,0
1430000.0,4,3380,27589,0,10,1966,0
700000.0,4,2690,15000,0,9,1978,0
275000.0,2,1180,6552,0,6,1949,0
367500.0,3,1660,11783,0,7,1978,0
453250.0,4,2260,6300,0,7,2001,0
607000.0,5,1910,5428,0,8,1954,0
255000.0,4,2430,8960,0,7,1960,0
501000.0,2,1300,2500,0,7,1926,0
450000.0,3,1060,4650,0,7,1950,0
360000.0,3,2200,8000,0,8,1981,0
460000.0,4,1720,3050,0,7,1929,0
753000.0,3,2360,8290,0,7,1950,0
389950.0,2,820,4234,0,6,1951,0
469000.0,2,1030,4400,0,7,1924,0
550000.0,4,2030,5688,0,9,1939,0
565000.0,5,2700,11675,0,6,1948,0
189650.0,2,1100,7600,0,6,1980,0
1525000.0,4,3620,5131,0,11,1927,0
260000.0,3,1340,8000,0,7,1980,0
243000.0,3,1790,12000,0,7,1960,0
1100000.0,4,3830,13800,0,9,1969,0
249000.0,3,1580,7200,0,7,1976,0
720000.0,2,2020,7200,0,7,1947,0
905000.0,4,3330,9557,0,10,1995,0
824500.0,4,2610,3500,0,7,1927,0
762500.0,4,2610,8760,0,8,1978,0
580000.0,3,1740,1280,0,8,2008,0
380000.0,3,1840,8580,0,8,1990,0
805000.0,3,1080,3200,0,7,1926,0
520000.0,4,1240,4532,0,7,1944,0
1569500.0,5,5620,5800,0,11,1999,0
175000.0,2,1170,8925,0,6,1911,0
353500.0,4,1760,9602,0,7,1987,0
500000.0,4,2230,26989,0,8,1962,0
386500.0,3,1520,7350,0,7,1972,0
210000.0,2,1450,4750,0,7,1950,0
439500.0,3,1600,6510,0,7,1983,0
315000.0,5,3220,5751,0,8,2002,0
339000.0,4,1830,8601,0,7,2003,0
655000.0,4,2200,9163,0,8,1971,0
740000.0,2,2170,8678,0,8,2008,0
685000.0,5,1900,7843,0,7,1966,0
550000.0,5,2960,9877,0,7,1960,0
405000.0,2,1710,4234,0,7,1920,1979
765000.0,4,2620,17366,0,9,1984,0
625000.0,3,2140,3600,0,8,1911,1997
207000.0,4,2100,19680,0,6,1914,0
370000.0,4,2100,19680,0,6,1914,0
475000.0,3,1460,4961,0,8,1988,0
365000.0,2,990,8250,0,7,1955,0
411800.0,4,2190,6800,0,7,1969,0
668000.0,5,3990,42436,0,9,2002,0
618000.0,3,2340,3630,0,9,1998,0
247500.0,4,2460,5921,0,7,1948,0
345000.0,5,2080,6150,0,7,1950,0
616300.0,3,1700,8400,0,7,1927,0
348000.0,3,1330,6768,0,7,1952,0
425000.0,3,1630,10762,0,7,1994,0
850000.0,5,2920,11880,0,8,1968,0
820000.0,5,2830,6137,0,9,2010,0
832000.0,4,3190,52953,0,10,1980,0
835000.0,3,1490,3840,0,8,1984,2014
350000.0,3,1630,3425,0,8,1999,0
349000.0,4,2280,4096,0,7,2003,0
1125000.0,6,3010,4360,0,9,2014,0
320000.0,3,1590,3480,0,7,2004,0
150000.0,3,1250,7210,0,7,1968,0
340000.0,3,1710,10190,0,6,1949,0
785500.0,4,3280,8448,0,10,2007,0
410500.0,4,3362,8601,0,8,2004,0
580000.0,3,2200,11000,0,9,1978,0
345000.0,2,830,920,0,7,2005,0
550000.0,3,2160,37000,0,7,1933,0
449500.0,4,2580,7299,0,8,1998,0
300000.0,3,2150,7007,0,6,1954,0
915000.0,4,3510,28052,0,10,1988,0
1575000.0,4,3810,9916,0,11,1989,0
599000.0,4,2020,2750,0,8,1917,2014
755000.0,4,2120,10202,0,7,1960,0
400000.0,3,1250,7157,0,7,1944,2010
133000.0,3,980,9115,0,7,1968,0
330000.0,4,1250,8400,0,7,1951,0
330000.0,4,1100,5000,0,6,1904,0
375000.0,3,1330,9417,0,6,1936,0
485000.0,4,2560,8956,0,7,1968,0
470000.0,4,1850,11250,0,7,1981,0
1045000.0,4,2790,3600,0,8,1905,2013
548800.0,4,1660,4704,0,7,1930,0
315000.0,2,1080,2674,0,6,1919,0
590000.0,3,3030,9374,0,7,1959,0
439950.0,4,2380,12067,0,7,2002,0
325000.0,3,2250,26337,0,8,1980,0
400000.0,2,880,5111,0,6,1931,0
685000.0,4,2770,10051,0,10,1987,0
339950.0,3,1340,10200,0,7,1953,0
315000.0,3,1660,8160,0,7,1951,0
411753.0,3,1710,3795,0,7,2009,0
577000.0,2,1620,4879,0,7,1924,2011
500000.0,3,1530,8829,0,8,1972,0
210000.0,3,1440,10111,0,7,1963,0
640000.0,4,2020,16120,0,7,1969,0
460000.0,4,1870,8663,0,7,1949,0
265000.0,2,620,4760,0,6,1941,0
740000.0,5,5774,31675,0,11,1984,0
230000.0,3,1240,6195,0,6,1948,0
315000.0,3,1890,10661,0,7,1978,0
432000.0,3,2410,51763,0,8,1981,0
467000.0,3,1530,3984,0,8,1995,0
255000.0,5,2800,9900,0,7,1964,0
316500.0,3,1460,6360,0,7,1979,0
190000.0,4,1580,6250,0,7,1977,0
490000.0,3,1450,2400,0,8,1900,2003
378000.0,4,1990,23200,0,7,1976,0
598800.0,6,4470,17877,0,9,2013,0
333800.0,5,1980,3868,0,7,1990,0
690000.0,4,2920,9904,0,9,1990,0
320000.0,4,1660,6200,0,6,1948,0
1249000.0,4,3190,6000,0,9,1912,0
335000.0,3,1560,9600,0,7,1961,0
840000.0,3,3050,33920,0,8,2004,0
608250.0,4,3030,21780,0,8,1986,0
550000.0,3,2260,4165,0,7,2005,0
240000.0,3,1260,7920,0,7,1966,0
998000.0,3,3370,11757,0,9,1980,0
275000.0,3,1490,8000,0,8,1978,0
284200.0,3,1570,9292,0,7,1977,0
1715000.0,4,4490,7623,0,10,1941,0
2400000.0,4,4090,24825,0,11,1926,0
930800.0,5,4150,96574,0,10,1988,0
930000.0,4,2900,10400,0,8,1959,0
215000.0,4,1430,8775,0,7,1979,0
480000.0,2,1008,26487,1,6,1943,2002
483945.0,2,1480,5120,0,6,1951,0
347000.0,3,1240,8050,0,7,1978,0
232500.0,3,1370,9760,0,7,1979,0
390000.0,4,1770,33132,0,8,1965,0
550000.0,3,2160,15360,0,8,1965,2000
590000.0,4,2340,8971,0,9,1987,0
420850.0,1,960,40946,0,5,1945,0
345000.0,4,2280,8190,0,7,1983,0
429800.0,3,1970,7000,0,8,1986,0
302000.0,4,1530,17664,0,7,1968,0
800000.0,4,1790,3952,0,8,1932,0
250000.0,3,1700,6000,0,8,1997,0
605000.0,3,2660,4500,0,7,1922,0
412000.0,3,1950,52256,0,8,1985,0
252000.0,3,1340,5670,0,6,1994,0
375000.0,3,1130,12500,0,7,1954,0
725000.0,2,1950,2719,0,7,1919,0
471750.0,5,3790,8200,0,8,2001,0
490000.0,4,2020,85813,0,7,1995,0
439000.0,2,800,5100,0,7,1945,0
355000.0,4,1770,8890,0,6,1949,0
250000.0,1,940,87120,0,6,1944,0
780000.0,4,2260,16188,0,10,1984,0
409000.0,2,890,3271,0,6,1918,0
420000.0,2,860,3880,0,6,1916,0
200000.0,1,680,9600,0,5,1947,0
830000.0,2,2130,35679,0,7,1963,0
695000.0,3,2390,4555,0,9,2006,0
815000.0,4,3488,9614,0,10,1998,0
210000.0,3,1260,6223,0,7,1983,0
635000.0,3,2940,6000,0,8,1957,0
562500.0,4,2440,7322,0,9,1991,0
402500.0,4,2600,11951,0,10,1988,0
555000.0,3,2080,7020,0,7,1951,0
310000.0,3,1990,7173,0,7,1972,0
500000.0,4,2840,18001,0,9,1994,0
430000.0,6,2630,8800,0,7,1959,0
1600000.0,3,2820,7200,0,10,1930,0
627500.0,4,1560,4080,0,7,1923,0
335000.0,4,2330,7050,0,8,1998,0
962000.0,4,3320,20100,0,8,1981,0
299000.0,3,1730,14270,0,7,1959,0
399950.0,4,3110,5868,0,8,2001,0
322000.0,3,1230,9660,0,7,1968,0
430000.0,2,950,4625,0,7,1949,0
307000.0,3,1890,13860,0,7,1966,0
194000.0,3,1010,5000,0,6,1943,0
180000.0,3,1010,8581,0,6,1920,0
465000.0,4,2340,13383,0,8,1983,0
722500.0,4,2460,9296,0,9,1978,0
470450.0,2,1010,3400,0,7,1921,0
280000.0,3,1650,6000,0,7,1990,0
176250.0,4,1440,6702,0,7,1966,0
560000.0,5,1710,9100,0,7,1926,0
830000.0,3,2760,11287,0,10,1991,0
276900.0,2,1350,10096,0,7,1952,0
625000.0,3,1660,4800,0,7,1906,2014
1015000.0,4,2960,4760,0,8,1900,0
463500.0,1,1090,8750,0,6,1924,0
485000.0,3,3110,9015,0,9,1990,0
272000.0,3,1380,7476,0,7,1989,0
305000.0,2,1290,3140,0,7,2008,0
760000.0,3,1980,13964,0,7,1959,0
387500.0,2,870,6126,0,7,1938,0
352000.0,4,2470,5015,0,8,2004,0
507000.0,3,2140,40098,0,8,1950,0
156000.0,3,770,9750,0,6,1941,0
580000.0,3,1490,857,0,8,2001,0
630000.0,4,2510,35020,0,8,1977,0
275000.0,5,1950,9000,0,7,1964,0
835000.0,5,3600,14720,0,8,1960,0
340000.0,4,2380,7850,0,8,1995,0
329350.0,2,720,6687,0,6,1942,0
1480000.0,3,4070,26000,0,11,1991,0
475000.0,3,1250,150117,0,7,1975,0
719950.0,3,2190,2416,0,8,2014,0
235000.0,1,810,2451,0,7,1941,0
875000.0,3,2440,5750,0,8,1939,0
380000.0,4,1740,9150,0,7,1974,0
325000.0,3,1480,97138,0,7,1984,0
475000.0,4,2120,57050,0,9,1989,0
152900.0,1,900,4368,0,6,1915,1950
210000.0,2,1190,7570,0,6,1939,0
350000.0,4,1010,6000,0,6,1925,0
505000.0,3,2100,17882,0,8,1985,0
464900.0,4,2020,8424,0,7,1979,0
650000.0,3,2520,5980,0,8,1957,0
369950.0,2,1370,1140,0,8,2009,0
250000.0,3,1530,2890,0,7,2001,0
320000.0,3,1530,2890,0,7,2001,0
2532000.0,4,5040,16048,0,10,1950,0
340000.0,4,2530,24700,0,7,1974,0
440000.0,2,1010,1968,0,5,1906,0
219950.0,3,1200,7727,0,7,1959,0
940000.0,4,2720,11740,0,9,1957,0
399950.0,4,1850,6125,0,6,1945,0
1568000.0,3,2340,8828,0,9,1954,0
528000.0,4,1860,9750,0,7,1969,0
545000.0,4,1940,8990,0,8,1956,0
575000.0,2,1680,6194,0,8,2004,0
235000.0,4,1770,10184,0,8,1979,0
272000.0,3,1790,6371,0,8,1998,0
380000.0,4,1720,9600,0,8,1969,0
195000.0,3,1280,6967,0,7,1949,0
297000.0,3,1690,4988,0,7,2002,0
349000.0,4,2190,7294,0,8,2003,0
320000.0,2,710,5200,0,6,1942,0
319990.0,4,1890,10707,0,7,1962,0
439900.0,2,1410,12282,0,8,1909,1988
429000.0,3,2210,3600,0,8,1995,0
272500.0,3,1540,6250,0,7,1998,0
400000.0,4,1350,7255,0,7,1959,0
462000.0,5,1380,4300,0,7,1916,0
510000.0,2,890,6095,0,7,1947,0
550000.0,3,1900,3255,0,8,1988,2000
150000.0,3,1240,5200,0,6,1969,0
460000.0,3,1730,8490,0,7,1969,0
632500.0,4,2090,10306,0,10,1986,0
361000.0,3,1650,11220,0,7,1969,0
437000.0,3,1130,1221,0,8,2004,0
370000.0,6,3240,5750,0,6,1950,0
884250.0,4,3840,12151,0,10,1998,0
225000.0,3,1200,9936,0,6,1969,0
235000.0,2,870,5000,0,6,1949,0
767500.0,6,2410,6000,0,9,1916,1990
1200000.0,3,1560,8078,1,6,1928,0
715000.0,3,2410,46609,0,9,1989,0
417000.0,4,2300,7700,0,7,1959,0
199000.0,3,1390,12145,0,7,1964,0
875000.0,5,2920,5568,0,8,1906,0
545000.0,4,1370,3708,0,7,1926,0
192500.0,2,950,7692,0,6,1926,0
822500.0,3,3090,7708,0,10,1999,0
800000.0,4,2390,10000,0,9,1975,0
1250000.0,3,2070,4944,0,9,1930,0
3850000.0,4,5770,21300,1,11,1980,0
295000.0,3,1460,7936,0,7,1995,0
419000.0,2,1510,4980,0,8,2006,0
1195000.0,5,5180,19606,0,11,1993,0
750000.0,4,3430,13907,0,11,1995,0
502000.0,4,1700,8400,0,7,1953,0
1025000.0,3,2640,8000,0,9,1960,0
398500.0,3,1200,15960,0,6,1945,0
700000.0,2,1850,4945,0,7,1907,1969
248000.0,5,1510,9078,0,7,1959,0
800000.0,4,2130,2800,0,7,1922,0
383000.0,4,2640,8055,0,9,2004,0
688000.0,4,3000,4000,0,8,1913,2014
521000.0,3,1870,5455,0,7,1926,0
365000.0,2,990,9223,0,7,1949,0
491000.0,3,2005,7000,0,7,1980,0
643000.0,3,2030,7700,0,8,1965,0
279000.0,3,1500,7350,0,7,1979,0
583500.0,4,1530,3900,0,7,1908,0
310000.0,3,1990,3600,0,7,2004,0
310000.0,3,1420,7650,0,7,1984,0
280000.0,3,1400,13975,0,6,1956,0
272000.0,4,1870,5692,0,7,2004,0
870000.0,4,3040,36246,0,9,1923,2014
307000.0,3,1790,7259,0,7,1980,0
490000.0,2,1590,4500,0,7,1946,0
399950.0,3,2050,9396,0,7,1960,0
1635000.0,5,4220,26784,0,10,1958,2006
989000.0,5,4030,13474,0,11,2000,0
264950.0,4,1770,9011,0,7,1983,0
491500.0,4,2100,7236,0,8,1979,0
345000.0,3,2120,15003,0,7,1984,0
339900.0,4,2600,18042,0,8,1969,0
852000.0,3,2400,4000,0,7,1905,0
585000.0,5,3180,40946,0,7,1968,0
723000.0,4,2790,8793,0,8,1977,0
594000.0,3,2080,70567,0,8,1990,0
405000.0,2,1370,4102,0,7,1987,0
725500.0,4,2790,74495,0,9,1997,0
800000.0,2,1740,5719,0,8,1955,0
1325000.0,3,6400,76665,0,10,1966,0
180500.0,3,1800,8518,0,7,1996,0
325000.0,3,1800,8518,0,7,1996,0
235000.0,3,1190,7280,0,7,1968,0
330000.0,2,860,8308,0,7,1948,0
678500.0,3,2460,6600,0,8,1952,0
463000.0,4,1980,6660,0,7,1974,0
250000.0,2,670,4640,0,6,1943,0
655000.0,3,1410,4800,0,8,1927,0
239900.0,4,1860,7000,0,8,1979,0
185000.0,3,980,9135,0,7,1955,0
1735000.0,4,3040,5000,0,9,1926,0
